,pm2_5,pm2_5,pm2_5,pm2_5,Temperature,WindSpeed,Humidity,Pressure,traffic
2020-06-28 10:00:00,3.9232649632862637,3.9381951202045786,3.8590276718139647,4.149901045693292,17.0,21.0,56.0,29.83,132.47875
2020-06-28 11:00:00,3.3054627861295427,3.383075530712421,3.2290498495101927,3.3348743597666424,17.0,20.0,56.0,29.83,146.22578166666673
2020-06-28 12:00:00,5.577199373926435,5.068681936997634,5.006429837300227,5.513099890488845,18.0,18.0,52.0,29.83,182.11502333333337
2020-06-28 13:00:00,9.219579015459333,9.775456301371257,8.747889836629232,10.363593482971192,19.5,20.5,47.5,29.8,209.14116749999997
2020-06-28 14:00:00,8.390285235184889,8.098689772865988,7.791284833635602,8.861810650144305,19.0,22.0,56.0,29.83,224.854425
2020-06-28 15:00:00,6.980911731719971,7.057032181666448,7.411714839935303,8.424385515848796,16.666666666666668,18.0,75.0,29.83,222.7803766666667
2020-06-28 16:00:00,5.948709862572806,5.548993666966756,6.020187536875407,7.802612516615126,16.0,17.0,77.0,29.83,189.28953166666668
2020-06-28 17:00:00,5.934203656514486,5.559468460083008,5.83628955254188,6.909773190816243,18.0,15.5,58.0,29.8,200.79461333333336
2020-06-28 18:00:00,7.803053515298026,6.537220521406694,6.400314981287176,7.44568673769633,17.0,17.0,64.0,29.8,198.23675333333333
2020-06-28 19:00:00,7.3951783913832445,6.856383727147029,6.846629460652669,7.588178804942539,17.0,15.5,61.5,29.8,161.28537416666668
2020-06-28 20:00:00,11.900795595986503,11.959542083740235,11.190982891963078,13.658690043858119,16.0,15.0,65.5,29.8,113.17895
2020-06-28 21:00:00,11.407611260047325,11.13997189203898,10.904556934650127,13.313433202107747,14.0,12.5,82.0,29.83,98.39692416666666
2020-06-28 22:00:00,9.51887912750244,9.505922357241312,9.47453784942627,11.933451448168073,13.0,9.0,82.0,29.83,70.22794916666666
2020-06-28 23:00:00,9.179956340789795,9.54653615951538,9.27052903175354,11.044463157653809,12.0,9.0,77.0,29.83,58.06980583333333
2020-06-29 00:00:00,10.37416308266776,10.08606055577596,9.826601175161509,12.36608417217548,13.0,9.0,72.0,29.83,53.23082250000001
2020-06-29 01:00:00,11.068953641255696,11.380992522606483,10.759775352478027,15.057932058970133,13.0,15.0,72.0,29.83,38.84543333333333
2020-06-29 02:00:00,13.588580067952474,14.025047983442034,14.339302062988281,17.294167200724285,12.0,14.0,77.0,29.8,28.06411
2020-06-29 03:00:00,14.609233175005231,14.803959925969442,14.901943274906703,17.168317794799805,12.0,12.0,77.0,29.8,28.395413333333334
2020-06-29 04:00:00,15.706669362386068,16.415421349661692,17.400786672319686,19.93357331412179,12.0,13.0,77.0,29.8,25.858902500000003
2020-06-29 05:00:00,15.807356221335274,16.788971287863596,16.266007832118444,19.297721989949544,13.0,13.0,72.0,29.8,21.870212500000004
2020-06-29 06:00:00,14.27173449198405,14.89848526318868,14.115620549519857,17.56225095476423,13.0,16.0,72.0,29.8,62.46588083333334
2020-06-29 07:00:00,13.324477068583171,14.168037073952812,13.50475890819843,17.064680926005046,13.5,16.5,69.5,29.8,166.92050833333334
2020-06-29 08:00:00,12.260746002197266,13.769082895914714,12.986326058705648,15.62537315913609,14.0,18.5,67.0,29.8,242.08994583333336
2020-06-29 09:00:00,11.60153408050537,14.444558750499379,12.131032625834147,15.686322432297926,15.0,20.0,68.0,29.814999999999998,279.43192833333336
2020-06-29 10:00:00,9.870427385965984,8.479765033721923,10.062972341264997,11.484659576416016,16.0,19.0,61.0,29.8,252.2159683333334
2020-06-29 11:00:00,7.71943457921346,7.8848979314168295,7.479615147908529,8.202022155125936,17.5,22.5,52.5,29.83,248.4430308333334
2020-06-29 12:00:00,5.082869393484933,5.395831071413481,5.472565944378193,6.229018878936768,19.0,25.0,47.5,29.8,259.07829499999997
2020-06-29 13:00:00,5.811029672622681,6.381654381752014,6.754777643415663,7.780908544858296,19.0,24.0,46.0,29.8,257.0561936363637
2020-06-29 14:00:00,5.096122332981655,5.786596025739398,6.08588889666966,6.48513384660085,18.5,21.5,49.0,29.8,240.23290333333333
2020-06-29 15:00:00,6.180874888102213,5.785222318437365,6.557525078455607,8.310901228586832,19.5,23.5,44.5,29.8,274.3049108333333
2020-06-29 16:00:00,8.263412989102877,7.9484566541818475,8.205093145370483,8.916824022928873,18.5,20.5,52.0,29.8,292.0355958333334
